2554.998643067, Q, 298.72100830078125, 0, 0, -1405, -1367
2554.999419215, Q, 298.72198486328125, 0, 0, -1405, -1367
2555.000258919, Q, 298.72198486328125, 0, 0, -1405, -1367
2555.001023826, Q, 298.7229919433594, 0, 0, -1405, -1367
2555.001757419, Q, 298.7239990234375, 0, 0, -1405, -1367
2555.002477567, Q, 298.7250061035156, 0, 0, -1405, -1367
2555.003313178, Q, 298.7250061035156, 0, 0, -1405, -1367
2555.003962123, Q, 298.72601318359375, 0, 0, -1405, -1367
2555.004639382, Q, 298.72698974609375, 0, 0, -1405, -1367
2555.005287419, Q, 298.72698974609375, 0, 0, -1405, -1367
2555.005951067, Q, 298.7279968261719, 0, 0, -1405, -1367
2555.006640308, Q, 298.72900390625, 0, 0, -1405, -1367
2555.007341437, Q, 298.7300109863281, 0, 0, -1405, -1367
2555.007970641, Q, 298.7300109863281, 0, 0, -1405, -1367
2555.009576734, Q, 298.7309875488281, 0, 0, -1405, -1367
2555.010426178, Q, 298.7309875488281, 0, 0, -1405, -1367
2555.011270067, Q, 298.73199462890625, 0, 0, -1405, -1367
2555.011992956, Q, 298.7330017089844, 0, 0, -1405, -1367
2555.012925308, Q, 298.7340087890625, 0, 0, -1405, -1367
2555.013596493, Q, 298.7340087890625, 0, 0, -1405, -1367
2555.014206956, Q, 298.7349853515625, 0, 0, -1405, -1367
2555.014894382, Q, 298.7359924316406, 0, 0, -1405, -1367
2555.01550603, Q, 298.7359924316406, 0, 0, -1405, -1367
2555.016182271, Q, 298.73699951171875, 0, 0, -1405, -1367
2555.016788956, Q, 298.7380065917969, 0, 0, -1405, -1367
2555.017593141, Q, 298.739013671875, 0, 0, -1405, -1367
2555.018614178, Q, 298.739013671875, 0, 0, -1405, -1367
2555.019484456, Q, 298.739990234375, 0, 0, -1405, -1367
2555.020171974, Q, 298.7409973144531, 0, 0, -1405, -1367
2555.021039419, Q, 298.7409973144531, 0, 0, -1405, -1367
2555.02221966, Q, 298.74200439453125, 0, 0, -1405, -1367
2555.023354456, Q, 298.7430114746094, 0, 0, -1405, -1367
2555.024593826, Q, 298.7439880371094, 0, 0, -1405, -1367
2555.026928808, Q, 298.7439880371094, 0, 0, -1405, -1367
2555.028120178, Q, 298.7449951171875, 0, 0, -1405, -1367
2555.029015048, Q, 298.7460021972656, 0, 0, -1405, -1367
2555.030315141, Q, 298.7460021972656, 0, 0, -1405, -1367
2555.030970697, Q, 298.74700927734375, 0, 0, -1405, -1367
